Buurt2025;buurtnaam2025
16819309;Ellertshaar
16819409;Exloërveen
16819501;Westeresch
16819502;Noorderesch
16819503;Oud Exloo
16819509;Exloo Buitengebied
16819601;Klijndijk
16819609;Klijndijk Buitengebied
16819701;Parklaan west
16819702;Parklaan Oost
16819703;Nieuw-Buinen Oost
16819704;Nieuw-Buinen Midden
16819705;Nieuw-Buinen West
16819709;Nieuw-Buinen Buitengebied
16819801;Langhietskamp
16819802;Oud Odoorn
16819803;Nieuwe Kampen
16819809;Odoorn Buitengebied
16819901;Odoornerveen
16819909;Odoornerveen Buitengebied
16900000;Zuidwolde kern
16900009;Verspreide huizen Zuidwolde
16900100;Alteveer
16900109;Verspreide huizen Alteveer
16900200;Kerkenveld
16900209;Verspreide huizen Kerkenveld
16900300;Drogteropslagen
16900309;Verspreide huizen Drogteropslagen
16900400;Linde
16900409;Verspreide huizen Linde
16900500;Fort
16900509;Verspreide huizen Fort
16900600;Veeningen
16900609;Verspreide huizen Veeningen
16900700;Echten
16900709;Verspreide huizen Echten
16900800;Ruinen
16900801;Oldenhave
16900802;Ruinerweide
16900803;Leeuwte
16900804;Hees
16900809;Verspreide huizen Ruinen
16900900;Eursinge en Pesse
16900909;Verspreide huizen Pesse
16901000;Ansen
16901009;Verspreide huizen Ansen
16901100;Ruinerwold
16901101;Haakswold
16901102;Oosteinde
16901103;Berghuizen
16901104;Weerwille
16901105;Oosteinde-Buiten
16901109;Ruinerwold-Buiten
16901200;Koekange
16901201;Koekange Noord
16901202;Koekange Zuid
16901203;Koekangerveld
16901209;Verspreide huizen Koekange
16901300;De Wijk
16901309;Verspreide huizen De Wijk
16950000;Kortgene-Dorp
16950001;Kortgene-Oost
16950009;Verspreide huizen Kortgene
16950100;Colijnsplaat
16950109;Verspreide huizen Colijnsplaat
16950200;Kats
16950209;Verspreide huizen Kats
16950300;Kamperland
16950301;Recreatiegebied Kamperland
16950309;Verspreide huizen Kamperland
16950400;Wissenkerke
16950409;Verspreide huizen Wissenkerke
16950500;Geersdijk
16950509;Verspreide huizen Geersdijk
16959997;Groot binnenwater
16959998;Buitenwater
16960000;'s-Graveland
16960100;Oud-Kortenhoef
16960101;Rade, Oranjebuurt, Munniksveen en omgeving
16960102;Moleneind
16960103;Kromme Rade
16960200;Ankeveen
16960201;Ankeveense Rade
16960202;Hollandsch Ankeveen
16960300;Oud-Loosdrecht
16960400;Nieuw-Loosdrechtsedijk
16960401;Muijeveld
16960402;Boomhoek
16960500;Breukeleveen
16960601;Horn- en Kuijerpolder
16960602;Blijkpolder
16960603;Horstermeer
16960604;Splegelpolder
16990000;Roden
16990010;Roden West
16990020;Industrieterrein Roden
16990030;Nieuw-Roden
16990040;Nietap
16990050;Leutingewolde
16990060;Foxwolde
16990070;Roderwolde
16990080;Sandebuur
16990090;Lieveren
16990100;Roderesch
16990110;Steenbergen
16990120;Buitengebied Roden Noord
16990130;Buitengebied Roden Zuid
16990140;Buitengebied Roden West
16990300;Norg
16990310;Een
16990320;Langelo
16990330;Peest
16990340;Zuidvelde
16990350;Westervelde
16990360;Veenhuizen
16990370;Verspreide huizen Huis ter Heide
16990380;Verspreide huizen Een-West
16990390;Verspreide huizen Norg
16990400;Verspreide huizen Een
16990410;Verspreide huizen Langelo
16990420;Verspreide huizen Peest
16990430;Verspreide huizen Zuidvelde
16990440;Verspreide huizen Westervelde
16990450;Verspreide huizen Veenhuizen
16990600;Peize
16990610;Altena
16990620;Peizermade
16990630;Verspreide huizen Peize Noord
17000101;Verspreide huizen Vriezenveen ten westen van kanaal
17000102;Verspreide huizen Vriezenveen West Industrieterrein
17000103;Verspreide huizen ten oosten van kanaal
17000104;Vriezenveen-Midden
17000105;Vriezenveen Westeinde
17000106;Vriezenveen Elzenhoek
17000107;Vriezenveen-Centrum
17000108;Vriezenveen Oosteinde en Slot
17000201;Westerhaar-Oost
17000202;Westerhaar-West
17000203;Vriezenveensewijk
17000204;Verspreide huizen Westerhaar-Vriezenveensewijk-West
17000205;Verspreide huizen Westerhaar-Vriezenveensewijk-Oost
17000301;Buurtschap Meer
17000302;Den Ham
17000303;Buurtschap Linde
17000304;Buurtschap Magele
17000401;Geerdijk-West
17000402;Vroomshoop-West
17000403;Vroomshoop Industrieterein
17000404;Geerdijk-Oost
17000405;Vroomshoop-Oost
17000406;Verspreide huizen Vroomshoop-Oost
17000501;Verspreide huizen De Westerhoeve
17000502;Verspreide huizen Vriezenveen-Noord
17000503;Verspreide huizen De Pollen
17000601;Verspreide huizen Vriezenveen-Zuid
17010000;Diever
17010003;Wittelte
17010009;Verspreide huizen Diever
17010100;Wapse
17010109;Verspreide huizen Wapse
17010200;Zorgvlied
17010209;Verspreide huizen Zorgvlied
17010300;Dwingeloo
17010301;Westeinde
17010302;Stroovledder
17010303;Dwingelderveld
17010309;Verspreide huizen Dwingeloo
17010400;Lhee
17010401;Lheebroek
17010409;Verspreide huizen Lhee
17010500;Eemster
17010509;Verspreide huizen Eemster
17010600;Geeuwenbrug
17010601;Leggeloo
17010609;Verspreide huizen Geeuwenbrug
17010700;Dieverbrug
17010709;Verspreide huizen Dieverbrug
17010800;Havelte
17010801;Darp
17010802;Havelterberg
17010809;Verspreide huizen Havelte
17010900;Uffelte
17010909;Verspreide huizen Uffelte
17011000;Wapserveen midden
17011001;Wapserveen-West
17011002;Wapserveen-Oost
17011009;Verspreide huizen Wapserveen
17011100;Vledder
17011109;Verspreide huizen Vledder
17011200;Frederiksoord
17011209;Verspreide huizen Frederiksoord
17011300;Nijensleek
17011309;Verspreide huizen Nijensleek
17011400;Vledderveen
17011409;Verspreide huizen Vledderveen
17011500;Wilhelminaoord
17011509;Verspreide huizen Wilhelminaoord
17011600;Doldersum
17011609;Verspreide huizen Doldersum
17011709;Verspreide huizen Boschoord
17050000;Centrum Bemmel
17050001;Klaverkamp-Klein Rome
17050002;Plakse Wei
17050003;Het Hoog
17050004;Boswei
17050005;Klappenburg
17050006;Oostervelden
17050007;Essenpas
17050008;Bedrijventerrein Houtakker
17050009;Buitengebied Bemmel Zuid
17050010;Buitengebied Bemmel Noord
17050011;Bergerden
17050012;Bedrijventerrein Pannenhuis
17050100;Lootakkers
17050101;Molenwijk-Dries
17050102;Centrum Gendt
17050103;Walburgen
17050104;Vleumingen
17050105;Buitengebied Gendt
17050106;Bedrijventerrein Gendt
17050200;Centrum Huissen
17050201;Hofmeesterij-Kampstuk
17050202;'t Zand-Tabakshof
17050203;Zilverkamp 1e fase
17050204;Zilverkamp 2e fase-Rietbaan
17050205;Zilverkamp 3e fase
17050206;Zilverkamp 4e fase
17050207;Johannahoeve
17050208;Loovelden
17050209;Brouwersland
17050210;De Laak-Binnenveld
17050211;'t Kempke-Bloemstraat
17050212;Buitengebied Huissen
17050213;Bedrijventerrein Pannenhuis-Agropark
17050300;Loo Gld
17050400;Kern Angeren
17050401;Buitengebied Angeren
17050500;Kern Doornenburg
17050501;Buitengebied Doornenburg
17050600;Kern Haalderen
17050601;Buitengebied Haalderen
17050700;Ressen
17060000;Budel
17060001;Heikant, Meemortel, Bosch
17060002;Keunenhoek Broekkant Schoordijk
17060008;Verspreide huizen Berg en Toom
17060009;Verspreide huizen in het Oosten
17060100;Budel-Schoot
17060101;Klein-Schoot
17060109;Verspreide huizen in het Westen
17060200;Budel-Dorplein
17060201;Industrieterrein Dorplein
17060209;Verspreide huizen Budel-Dorplein
17060300;Maarheeze
17060301;Kamersven
17060302;Industrieterrein Den Engelsman Rondven
17060308;Verspreide huizen Hugten
17060309;Verspreide huizen Maarheeze
17060400;Soerendonk
17060409;Verspreide huizen Soerendonk
17060500;Gastel
17060509;Verspreide huizen Gastelse Hei
17080001;Centrum Steenwijk
17080002;Steenwijk West
17080003;Steenwijkerdiep
17080004;Torenlanden
17080005;Oostwijken, De Beitel
17080006;Clingenborgh
17080007;Dolderkanaal
17080008;Woldmeenthe
17080009;Oostermeenthe
17080010;Meentherand
17080011;Nieuwe gagels
17080012;De gagels
17080014;Groot Verlaat
17080028;Eeserwold
17080029;Paddenpoel en Kornputkwartier
17080030;Buitengebied Steenwijk
17080200;Oldemarkt
17080201;De Boterberg
17080209;Verspreide huizen Oldemarkt
17080300;Kalenberg
17080309;Verspreide huizen Kalenberg
17080400;Kuinre
17080408;Verspreide huizen Lindedijk en Rondebroek
17080409;Verspreide huizen Kuinre
17080500;Kerkbuurt
17080501;Dijkdorp Blankenham
17080509;Buitengebied Blankenham
17080600;Scheerwolde
17080608;Verspreide huizen polder Gelderingen IJsselham
17080609;Verspreide huizen Scheerwolde en Wetering
17080700;Vollenhove
17080701;Moespot-Leeuwte
17080702;Schaarkampen
17080709;Verspreide huizen Vollenhove
17080800;Sint Jansklooster
17080808;Verspreide huizen Sint Jansklooster
17080809;Verspreide huizen Leeuwte (gedeeltelijk)
17080810;Tussen Sint Jans Klooster en Heetveld
17080811;Heetveld
17080812;Verspreide huizen Kadoelen en omgeving
17080813;Verspreide huizen Barsbeek
17081000;Belt-Schutsloot
17081001;Buitengebied Belt Schutsloot
17081100;Wanneperveen
17081102;Blauwehand
17081103;Buitengebied Wanneperveen
17081104;Ronduite
17081105;Dinxterveen
17081106;Roekebos
17081107;Klosse
17081108;Verspreide huizen Zomerdijk
17081600;Blokzijl
17081601;Scheepsdiep
17081608;Verspreide huizen ten noorden van Blokzijl
17081609;Verspreide huizen ten zuiden van Blokzijl
17081700;Verspreide huizen polder Halfweg
17081701;Verspreide huizen Giethoorn-Noord
17081702;Overig Giethoorn-Noord
17081703;Giethoorn-Noord kern
17081704;Giethoorn-Zuid
17081705;Verspreide huizen polder Giethoorn-Zuid
17081706;Dwarsgracht
17081707;Verspreide huizen Jonen
17081800;Zuidveen
17081801;Buitengebied Zuidveen
17081900;Onna
17081901;Buitengebied Onna
17082000;Kallenkote
17082001;Buitengebied Kallenkote
17082100;Eesveen
17082101;Buitengebied Eesveen
17082200;De Bult
17082300;Baars
17082400;Witte Paarden
17082401;Buitengebied Witte Paarden
17082500;De Pol
17082600;Willemsoord
17082601;Buitengebied Willemsoord
17082700;Marijenkampen
17082800;Tuk
17082801;Buitengebied Tuk
17082900;Steenwijkerwold
17082901;Buitengebied Steenwijkerwold
17083000;Basse
17083001;Buitengebied Basse
17083100;Paasloo
17083200;IJsselham
17083300;Ossenzijl
17083301;Buitengebied Ossenzijl
17083400;Wetering
17083401;Buitengebied Wetering
17083500;Nederland
17083600;Baarlo
17089997;Groot binnenwater
17090000;Centrum
17090001;Torenveld
17090002;Krooswijk
17090003;Bosselaar
17090004;Lindonk
17090005;Schansdijk en omgeving
17090006;Zwanengat en omgeving
17090008;Verspreide huizen ten westen van Zevenbergen
17090009;Verspreide huizen ten oosten van Zevenbergen
17090100;Zevenbergschen Hoek
17090109;Verspreide huizen Zevenbergschen Hoek
17090200;Langeweg
17090209;Verspreide huizen Langeweg
17090300;Klundert
17090301;Noordschans
17090302;Tonnekreek
17090303;Industrieterrein Moerdijk
17090309;Verspreide huizen Klundert
17090400;Moerdijk
17090401;Roodevaart
17090409;Verspreide huizen Moerdijk
17090500;Noordhoek
17090509;Verspreide huizen Noordhoek
17090600;Standdaarbuiten
17090601;Kreek
17090609;Verspreide huizen Standdaarbuiten
17090700;Fijnaart
17090701;Oudemolen
17090702;Nieuwemolen met Driehoek
17090703;Zwingelspaan
17090709;Verspreide huizen Fijnaart
17090800;Heijningen
17090809;Verspreide huizen Heijningen
17090900;Willemstad
17090901;Noordlangeweg
17090902;Kloosterblokje
17090909;Verspreide huizen Willemstad
17091000;Helwijk
17091009;Verspreide huizen Helwijk
17099997;Groot binnenwater
17110153;Handelsterrein
17110158;Middelveld
17110159;Susteren Centrum
17110160;Verspreide huizen Susteren
17110161;Mariaveld
17110163;In de Mehre
17110165;Wolfskoul
17110166;Baakhoven
17110167;Munsterveld
17110264;Verspreide huizen Dieteren
17110268;Dieteren
17110312;Recreatiepark Hommelheide
17110313;Verspreide huizen Heide
17110362;Heide
17110414;Illikhoven/Visserweert
17110415;Kokkelert
17110416;Oud-Roosteren
17110417;Roosteren
17110418;Verspreide huizen Illikhoven/Visserweert
17110419;Verspreide huizen Roosteren
17110456;Buitengebied Oud-Roosteren
17110520;Aasterberg
17110521;Berkelaar
17110522;De Berk
17110523;De Loop
17110524;Echt Centrum
17110525;Echt Noord
17110526;Gebroek
17110527;Ophoven
17110547;Buitengebied De Berk
17110548;Buitengebied De Loop
17110549;Buitengebied Gebroek
17110551;Buitengebied Ophoven
17110554;Buitengebied Berkelaar
17110555;Buitengebied Aasterberg
17110557;Businesspark Midden-Limburg
17110569;Echt Zuid
17110628;Diergaarde
17110629;Echterbosch
17110630;Maria Hoop
17110731;Hingen
17110732;Peij
17110733;Peijerveld
17110734;Recreatiepark Marisheem
17110735;Schilberg
17110750;Buitengebied Hingen
17110836;Lilboscherveld
17110837;Slek
17110938;Verspreide huizen Nieuwstadt
17110939;Nieuwstadt Centrum
17110940;Cristinawijk
17111041;Sint Joost
17111042;Verspreide huizen Sint Joost
17111143;Koningsbosch
17111144;Lackerbosch
17111145;Spaanshuisken
17111146;Aan het Echterbosch
17111152;Buitengebied Spaanshuisken
17140000;Sluis
17140001;Sint Anna ter Muiden
17140009;Verspreide huizen Sluis
17140100;Retranchement
17140109;Verspreide huizen Retranchement
17140200;Aardenburg
17140209;Verspreide huizen Aardenburg
17140300;Eede
17140309;Verspreide huizen Eede
17140400;Sint Kruis
17140409;Verspreide huizen Sint Kruis
17140500;Oostburg
17140509;Verspreide huizen Oostburg
17140600;Zuidzande
17140609;Verspreide huizen Zuidzande
17140700;Cadzand
17140701;Cadzand-Bad
17140709;Verspreide huizen Cadzand
17140800;Nieuwvliet
17140801;Nieuwvliet-Bad-Oost en -West
17140809;Verspreide huizen Nieuwvliet
17140900;Groede
17140909;Verspreide huizen Groede
17141000;Breskens
17141009;Verspreide huizen Breskens
17141100;Hoofdplaat
17141101;Nummer Eén en omgeving
17141108;Verspreide huizen Nummer Eén en Slijkplaat
17141109;Overige verspreide huizen Hoofdplaat
17141200;IJzendijke
17141209;Verspreide huizen IJzendijke
17141300;Schoondijke
17141309;Verspreide huizen Schoondijke
17141400;Waterlandkerkje
17141409;Verspreide huizen Waterlandkerkje
17149998;Buitenwater
17190101;Verspreide huizen Biesbosch
17190102;Verspreide huizen Drimmelen
17190103;Drimmelen havens
17190104;Drimmelen Centrum
17190201;Verspreide huizen Made
17190202;Middelmade
17190203;Zilverberg
17190204;Hondenhei
17190205;Haasdijk
17190206;Hoogerheide
17190207;Stuivezand
17190208;Vierendelen
17190209;De Dreven
17190210;De Meede
17190301;Verspreide huizen Terheijden
17190302;Vaartkant
17190303;Terheijden centrum
17190304;Zeggepolder-oost
17190305;Zeggepolder-zuid
17190306;Bergen
17190307;Molenpolder
17190308;Kleine Schans
17190309;Terheijden noordwest
17190401;Verspreide huizen Wagenberg
17190402;Wagenberg noordwest
17190403;Wagenberg zuidoost
17190501;Verspreide huizen Hooge Zwaluwe
17190502;Verspreide huizen Zevenbergschen Hoek
17190503;Helkant
17190504;De Heerlijkheid Hooge Zwaluwe
17190505;De Langstraatspoorlijn
17190601;Verspreide huizen Lage Zwaluwe
17190602;Kwistgeldpolder
17190603;Die Swaluw
17190604;De Heerlijkheid Lage Zwaluwe
17190605;Blauwe Sluis
17190606;Grienden
17190607;Nieuwland
17210101;'t Dorp
17210102;Oranjebuurt
17210103;'t Vijfeiken
17210104;Schoonstraat
17210105;Kennedystraat
17210106;Den Berg
17210107;Heelwijk
17210108;Componistenbuurt
17210109;Broekhoek - Monseigneur van Den Hurklaan
17210110;Buitenpas - Noordrand
17210111;De Velft
17210112;Bekerbuurt
17210113;Wagnerplein
17210114;Het Rul
17210115;De Zeis
17210116;Graanbuurt
17210117;De Hoef 1
17210118;De Hoef 2
17210119;Middelste Groes
17210120;De Beemd
17210201;St. Servatius - Schoonstr - Den Dolvert
17210202;Hoofdstraat
17210203;Heilige Stok - Kerkstraat
17210204;De abdij
17210205;Graaf Wernerstraat
17210206;Oranjewijk
17210207;Balledonk
17210208;Hopveld - Muggenhoek
17210209;Eikenhoek
17210210;Heilaren
17210211;Rodenburg
17210301;Laar
17210302;De Hoef
17210303;Kerkveld
17210304;Donzel
17210305;Maxend
17210306;Weijen West
17210307;Hoge Akkers
17210308;Van 't Rijk
17210309;Kleinwijk
17210310;Zwarte Molen
17210401;De Bleeken - 't Grolder
17210402;Zoggel - Berkt
17210403;Hooge Wijst - De Vorssel
17210501;Beugt
17210502;Fokkershoek
17210503;Heeswijkse Bosschen
17210504;Hazelberg
17210505;Heische Wal - DintherseHoek
17210506;Loosbroek
17210601;Groote Heide
17210602;Vorstenbosch
17210603;Menzel
17230101;Noordwest Alphen
17230102;Zuidoost Alphen
17230103;Zuidwest Alphen
17230104;Bedrijventerrein Alphen
17230105;'t Zand
17230106;Noordoost Alphen
17230107;Buitengebied Alphen
17230201;Centrum Chaam
17230202;Roode Beek
17230203;Elsakker
17230204;Wolfsdonk
17230205;Bedrijventerrein Baarleseweg Noord
17230206;Den Brabander
17230207;Buitengebied Chaam
17230301;Strijbeek
17230401;Kern Galder
17230402;Buitengebied Galder
17230501;Ulvenhout AC
17230601;Bavel AC
17240001;Broekstraat-Hoek-Lijnt-Eijkereind
17240002;Kleine Broekstraat
17240003;Jeruzalem
17240004;Burgemeester Magneestraat e.o.
17240005;Dokter A.Hoynck van Papendrechtstraat-Dokter Duchateaustraat
17240006;Kept e.o.
17240007;Hof
17240008;Meester Pankenstraat-Riethovensedijk
17240009;Bucht e.o.
17240010;Schutsboom e.o.
17240011;Eerselsedijk-Woonbos e.o.
17240012;Van den Valgaetstraat e.o.
17240013;Hagelkruis e.o.
17240014;Beistervelden
17240015;De Kabouterberg e.o.
17240016;Eikenberg-Hooge Berkt
17240017;Industrieterrein ' 't Stoom '
17240101;Weebosch
17240201;Tiliaans-Weegbree e.o.
17240202;Prins van Luikstraat e.o.
17240203;Dorpstraat-Sengelsbroeksestraat
17240204;Hasselsestraat e.o.
17240205;Kerkstraat e.o.
17240206;Dorpstraat
17240207;Kapellerweg-Rijt
17240208;Molenstraat e.o.
17240209;Industrieterrein 'Loonsebaan'
17240210;Boscheind
17240211;Industrieterrein 'Zoeferbeemd'
17240301;Dorpsplein e.o.
17240302;Eviestraat-Vlasstraat e.o.
17240303;Willibrordusstraat e.o.
17240304;Dorpsstraat e.o.
17240306;De Hasselt e.o.
17240307;Walik
17240401;Heijerstraat-Loveren
17240402;Dorpsstraat e.o.
17240403;Aarperstraat-Lange Akkers
17240404;Heuvel
17240405;Beukenlaan e.o.
17240406;Hoeverstraat e.o.
17240407;Steenovens
17240408;Aan de Heerstraat e.o.
17240409;Industrieterrein 'Leemskuilen'
17240501;Loo
17240502;Van den Tillaartstraat e.o.
17240503;Industrieterrein 'Waterlaat'
17240504;Langveld e.o.
17240505;Weebosserweg-Breerijt
17240601;Buitengebied Noord 1
17240602;Buitengebied Noord 2
17240603;Buitengebied Noord 3
17240604;Buitengebied Noord 4
17240605;Buitengebied Zuid-Oost
17240606;Buitengebied Noord-West 1
17240607;Buitengebied Noord-West 2
17240608;Buitengebied Zuid-West
17240609;Buitengebied Zuid 1
17240610;Buitengebied Zuid 2
17280000;Bladel Centrum
17280001;Bladel Bedrijventerrein De Sleutel
17280002;Bladel Bedrijventerrein De Beemd en Leemskuilen
17280003;Bladel Wilhelminalaan
17280004;Bladel Gozelinusbocht
17280005;Bladel Heeleind
17280006;Bladel Hofstad
17280007;Bladel Veilig Oord
17280008;Bladel Zuid
17280009;Verspreide huizen Bladel
17280100;Netersel
17280109;Verspreide huizen Netersel
17280200;Hapert Centrum
17280201;Industrieterrein Hapert
17280202;Hapert Oost
17280203;Hapert Noord
17280204;Hapert Zuid-West
17280207;Hapert Het Vennenbos
17280208;Hapert Kempisch Bedrijvenpark
17280209;Verspreide huizen Hapert
17280300;Hoogeloon
17280301;Hoogcasteren en omgeving
17280309;Verspreide huizen Hoogeloon
17280400;Casteren
17280409;Verspreide huizen Casteren
17290000;Gulpen
17290001;Ingber-De Hut
17290002;Euverem, Pesaken, Billinghuizen en Waterop
17290003;Reijmerstok
17290009;Verspreide huizen
17290100;Wijlre
17290101;Etenaken
17290102;Stokhem-Beertsenhoven
17290103;Elkenrade
17290109;Verspreide huizen
17290200;Eys-Overeys
17290201;Trintelen
17290202;Eyserheide
17290209;Verspreide huizen
17290300;Partij-Wittem
17290301;Wahlwiller
17290302;Nijswiller
17290309;Verspreide huizen
17290400;Mechelen
17290401;Hilleshagen
17290402;Schweiberg-Dal
17290409;Verspreide huizen
17290500;Epen
17290501;Eperheide
17290509;Verspreide huizen
17290600;Slenaken
17290601;Heijenrade
17290602;Beutenaken
17290603;Schilberg-Hoogcruts
17300000;Zuidlaren
17300001;Zuid-Es
17300009;Verspreide huizen Zuidlaren
17300100;De Groeve
17300109;Verspreide huizen De Groeve
17300200;Zuidlaarderveen
17300209;Verspreide huizen Zuidlaarderveen
17300300;Midlaren
17300309;Verspreide huizen Midlaren
17300400;Westlaren
17300401;Westlaren Noord
17300402;Verspreide huizen Westlaren
17300403;Westlaren-West
17300500;Schuilingsoord
17300509;Verspreide huizen Schuilingsoord
17300600;Paterswolde
17300609;Verspreide huizen Paterswolde
17300700;Eelde
17300701;Oosterbroek en vliegveld
17300709;Verspreide huizen Eelde
17300800;Eelderwolde
17300805;Ter Borch
17300809;Verspreide huizen Eelderwolde
17300900;Vries
17300909;Verspreide huizen Vries
17301000;Donderen
17301009;Verspreide huizen Donderen
17301100;Bunne
17301101;Winde
17301108;Verspreide huizen Winde
17301109;Verspreide huizen Bunne
17301200;Yde
17301201;De Punt
17301208;Verspreide huizen De Punt
17301209;Verspreide huizen Yde
17301300;Tynaarlo
17301309;Verspreide huizen Tynaarlo
17301400;Zeegse
17301401;Oudemolen
17301402;Taarlo
17301407;Verspreide huizen Zeegse
17301408;Verspreide huizen Oudemolen
17301409;Verspreide huizen Taarlo
17301500;Zeijen
17301509;Verspreide huizen Zeijen
17310000;Beilen
17310001;Lieving Makkum
17310002;Holthe
17310003;Brunsting
17310009;Verspreide huizen Beilen
17310100;Hijken
17310101;Oranje
17310109;Verspreide huizen Hijken
17310200;Hooghalen
17310201;Laaghalen
17310209;Verspreide huizen Hooghalen
17310300;Wijster
17310309;Verspreide huizen Wijster
17310400;Spier
17310409;Verspreide huizen Spier
17310500;Drijber
17310509;Verspreide huizen Drijber
17310600;Smilde-Centrum
17310601;Smilde-Noord
17310602;Smilde-Zuid
17310609;Verspreide huizen Smilde
17310700;Bovensmilde-Centrum
17310701;Bovensmilde-Noord
17310702;Bovensmilde-Zuid
17310709;Verspreide huizen Bovensmilde
17310800;Hoogersmilde-Centrum
17310801;Hoogersmilde-Noord
17310802;Hoogersmilde-Zuid
17310809;Verspreide huizen Hoogersmilde
17310900;Westerbork
17310901;Eursinge
17310909;Verspreide huizen Westerbork
17311000;Elp
17311001;Zuidveld
17311009;Verspreide huizen Elp
17311100;Witteveen
17311109;Verspreide huizen Witteveen
17311200;Nieuw-Balinge
17311209;Verspreide huizen Nieuw-Balinge
17311309;Verspreide huizen Nieuweroord
17311400;Zwiggelte
17311409;Verspreide huizen Zwiggelte
17311500;Orvelte
17311509;Verspreide huizen Orvelte
17311600;Garminge
17311601;Balinge
17311602;Mantinge
17311609;Verspreide huizen de Broekstreek
17340101;Eimeren
17340102;Buitengebied Elst Oost
17340103;Buitengebied Hollanderbroek
17340104;Reeth
17340201;Kersenbongerd
17340202;de Wuurde
17340203;Elst centrum Zuidzijde
17340204;Lynden
17340205;Vosbergen
17340206;Huyekamp
17340207;de Zuiling
17340301;de Helster
17340302;Steding
17340303;Elst Centrum Noordzijde
17340304;Molenberg
17340305;Hollanderbroek
17340306;de Kist
17340401;Merm
17340402;De Aam
17340501;Westeraam, Centrale zone
17340502;Lingebuurt
17340503;Vierslag
17340504;Groenoord
17340505;Lanenbuurt
17340601;Omgeving Oude Bemmelseweg
17340602;Eshof
17340603;De Brieneshof-De Pas
17340701;Kern Oosterhout
17340702;Buitengebied Oosterhout oost
17340703;De Park
17340704;Buitengebied Oosterhout West
17340705;Tergouw
17340706;Uiterwaarden Oosterhoutsche Waarden
17340801;Loenen
17340802;Kern Slijk-Ewijk
17340803;Uiterwaarden Loenense butenpolder
17340804;Buitengebied de Danenberg
17340901;Buitengebied Herveld Zuid
17340902;Kern Herveld
17340903;Omg. Binnenstraat-Stenenkamerstraat
17340904;Buitengebied Herveldse Veld
17340905;Kern Herveld Zuid
17341001;Wolferen
17341002;Bedrijventerrein Andelst Oost
17341003;Buitengebied Andelst
17341004;De Schalm
17341005;Uiterwaarden Andelst
17341006;Kern Andelst
17341101;Zetten Centrum
17341102;Zetten Noord-Magdalena
17341103;Omg. Sterappel, Loohof en Zetten Zuid
17341104;Blokland
17341105;Zetten NoordWest
17341106;Rieshout
17341107;Omg. Vluchtheuvellaan
17341201;Buitengebied Zetten Oost
17341202;Buitengebied Zetten West
17341301;Kern Hemmen
17341302;Buitengebied Hemmen
17341401;Kern Randwijk
17341402;Buitengebied Randwijk
17341403;Indoornik
17341404;Buitengebied Lakemond
17341405;Uiterwaarden Randwijk
17341501;Poort van Midden-Gelderland Zuid (Heterenkum)
17341502;Liefkenshoek
17341503;Poort van Midden-Gelderland Noord 1/2/3
17341504;De Haantjes-Vogelbuurt
17341505;Omg. Julianaweg
17341506;Kern Heteren
17341507;Melkweide
17341601;Uiterwaarden Heteren
17341602;Buitengebied Heteren Boterhoek-Weerbroek
17341603;Buitengebied Heteren Uylenburg
17341701;Buitengebied Valburg Zuid
17341702;Molenzicht
17341704;De Weem
17341705;Buitengebied De Meilanden
17341706;Kern Valburg
17341801;Buitengebied Driel Noordhoek en Boltweg
17341802;Vogelbuurt
17341803;Uiterwaarden Driel
17341804;Breekenhof
17341805;Kern Driel
17341806;Buitengebied Driel Keulse Kamp-GrietenKamp-Leedjes
17341807;Oldenhof
17341808;omg. Reuvenkamp
17341809;Driel Zuid oost
17341810;Virehof
17341903;Buitengebied Homoet
17350000;Centrum-Goor
17350001;De Whee I
17350002;Bungalow-wijk
17350003;Heeckeren
17350004;Dr. Schaepmanbuurt
17350005;Gijmink
17350006;Waterhoek
17350007;Industriegebied Spechthorst I
17350008;De Meene
17350009;Industriegebied Kevelhammerhoek
17350100;De Whee II-Noord
17350101;De Whee II-Zuid
17350102;Industriegebied Spechthorst II
17350109;Kerspel
17350200;Markelo
17350206;Verspreide huizen Markelerbroek
17350207;Verspreide huizen Stokkum
17350208;Verspreide huizen Herike
17350209;Verspreide huizen Markelo
17350309;Verspreide huizen Kerspel en Goor
17350407;Verspreide huizen Elsen
17350408;Verspreide huizen Elsenerbroek
17350409;Verspreide huizen Elzenerveen en Borkeld
17350500;Diepenheim-Noord
17350501;Diepenheim-Zuid
17350508;Verspreide huizen Markvelde
17350509;Verspreide huizen Kerspel en Schipbeek
17350600;Delden-Centrum
17350601;Oud Zuiderhagen
17350602;Greekerinckskamp
17350603;'t Kip
17350604;Schoppenstee
17350605;Vogelweiden
17350606;Hooijerinkses
17350607;Sint Annabrink
17350608;Rupertserf
17350609;Vossenbrink en De Braak
17350700;Industrieterrein-Delden
17350709;Verspreide huizen Deldeneresch
17350800;Hengevelde
17350805;Verspreide huizen Hengevelde
17350806;Verspreide huizen Deldeneresch
17350807;Verspreide huizen Deldenerbroek
17350808;Verspreide huizen Azelo
17350809;Verspreide huizen Zeldam
17350900;Bentelo kern
17350908;Verspreide huizen Wiene
17350909;Verspreide huizen Bentelo
17400000;Kesteren
17400001;Opheusden
17400006;Verspreide huizen Lede en Oudewaard
17400007;Verspreide huizen Kesteren
17400008;Verspreide huizen Opheusden
17400009;Verspreide huizen poldergebied
